sample_id,source_image_id,selected_instance_index,source_annotation_id,source_category_id,source_category_name,split,class_id,class_name,num_boxes,crop_size,source_width,source_height,selected_instance_bbox_width,selected_instance_bbox_height,small_box_filter_rule,random_offset_expected,context_variability_expected,mask_expected,derived_artifact_relpath,annotation_relpath,filter_stage,notes
000000257392_inst0000_crop_116_110,000000257392,0,,,potted plant,train,0,potted_plant,1,256x256,640,428,26.34,22.37,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000257656_inst0000_crop_56_20,000000257656,0,,,potted plant,train,0,potted_plant,2,256x256,640,478,60.33,58.3,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000257656_inst0001_crop_0_62,000000257656,1,,,potted plant,train,0,potted_plant,2,256x256,640,478,65.55,89.43,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000257685_inst0000_crop_188_17,000000257685,0,,,potted plant,train,0,potted_plant,2,256x256,500,373,86.2,72.78,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000257685_inst0001_crop_158_80,000000257685,1,,,potted plant,train,0,potted_plant,3,256x256,500,373,65.38,62.03,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000257685_inst0002_crop_71_26,000000257685,2,,,potted plant,train,0,potted_plant,4,256x256,500,373,65.14,95.34,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000257685_inst0003_crop_12_23,000000257685,3,,,potted plant,train,0,potted_plant,4,256x256,500,373,30.11,62.72,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258006_inst0000_crop_219_103,000000258006,0,,,potted plant,train,0,potted_plant,1,256x256,640,640,167.15,146.07,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258165_inst0000_crop_10_92,000000258165,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,86.73,94.77,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258304_inst0000_crop_9_37,000000258304,0,,,potted plant,train,0,potted_plant,1,256x256,640,424,70.47,80.54,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258304_inst0001_crop_334_147,000000258304,1,,,potted plant,train,0,potted_plant,1,256x256,640,424,40.81,36.86,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258311_inst0000_crop_384_84,000000258311,0,,,potted plant,train,0,potted_plant,4,256x256,640,466,14.77,60.03,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258311_inst0001_crop_255_22,000000258311,1,,,potted plant,train,0,potted_plant,4,256x256,640,466,17.71,26.84,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258311_inst0004_crop_166_45,000000258311,4,,,potted plant,train,0,potted_plant,5,256x256,640,466,21.22,13.09,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258311_inst0005_crop_267_45,000000258311,5,,,potted plant,train,0,potted_plant,4,256x256,640,466,12.85,31.21,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258311_inst0006_crop_245_172,000000258311,6,,,potted plant,train,0,potted_plant,4,256x256,640,466,20.17,29.85,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258311_inst0007_crop_72_78,000000258311,7,,,potted plant,train,0,potted_plant,4,256x256,640,466,15.42,18.6,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258322_inst0000_crop_192_3,000000258322,0,,,potted plant,train,0,potted_plant,2,256x256,450,360,125.22,147.02,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258322_inst0001_crop_194_104,000000258322,1,,,potted plant,train,0,potted_plant,2,256x256,450,360,75.54,227.77,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0000_crop_2_239,000000258391,0,,,potted plant,train,0,potted_plant,1,256x256,429,640,68.46,86.19,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0001_crop_0_11,000000258391,1,,,potted plant,train,0,potted_plant,6,256x256,429,640,31.78,101.66,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0002_crop_48_13,000000258391,2,,,potted plant,train,0,potted_plant,6,256x256,429,640,75.36,106.89,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0003_crop_4_54,000000258391,3,,,potted plant,train,0,potted_plant,6,256x256,429,640,33.12,26.91,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0004_crop_140_4,000000258391,4,,,potted plant,train,0,potted_plant,5,256x256,429,640,13.92,60.26,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0005_crop_80_60,000000258391,5,,,potted plant,train,0,potted_plant,6,256x256,429,640,14.32,24.02,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258391_inst0006_crop_34_15,000000258391,6,,,potted plant,train,0,potted_plant,6,256x256,429,640,29.92,26.12,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258400_inst0000_crop_70_42,000000258400,0,,,potted plant,train,0,potted_plant,3,256x256,500,375,31.82,67.33,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258400_inst0001_crop_134_52,000000258400,1,,,potted plant,train,0,potted_plant,2,256x256,500,375,14.47,47.65,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258400_inst0002_crop_26_89,000000258400,2,,,potted plant,train,0,potted_plant,4,256x256,500,375,21.33,87.71,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258400_inst0003_crop_0_82,000000258400,3,,,potted plant,train,0,potted_plant,4,256x256,500,375,26.05,113.58,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258414_inst0000_crop_0_6,000000258414,0,,,potted plant,train,0,potted_plant,2,256x256,500,373,62.03,133.27,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258414_inst0001_crop_146_80,000000258414,1,,,potted plant,train,0,potted_plant,1,256x256,500,373,44.03,63.03,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258414_inst0002_crop_238_61,000000258414,2,,,potted plant,train,0,potted_plant,3,256x256,500,373,40.07,48.96,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258414_inst0003_crop_237_88,000000258414,3,,,potted plant,train,0,potted_plant,3,256x256,500,373,42.13,62.13,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258538_inst0000_crop_77_157,000000258538,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,91.39,132.34,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258688_inst0000_crop_318_208,000000258688,0,,,potted plant,train,0,potted_plant,1,256x256,640,464,153.65,71.92,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258702_inst0000_crop_6_89,000000258702,0,,,potted plant,train,0,potted_plant,1,256x256,640,360,70.88,77.32,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258773_inst0000_crop_258_20,000000258773,0,,,potted plant,train,0,potted_plant,2,256x256,640,427,202.46,156.4,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258773_inst0001_crop_250_107,000000258773,1,,,potted plant,train,0,potted_plant,2,256x256,640,427,140.97,146.76,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258975_inst0000_crop_98_168,000000258975,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,161.8,209.26,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000258985_inst0000_crop_325_266,000000258985,0,,,potted plant,train,0,potted_plant,1,256x256,640,603,112.98,122.86,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259060_inst0000_crop_128_1,000000259060,0,,,potted plant,train,0,potted_plant,1,256x256,640,427,160.85,134.04,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259067_inst0000_crop_66_189,000000259067,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,69.6,107.33,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259419_inst0000_crop_63_113,000000259419,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,25.96,25.54,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259443_inst0000_crop_378_78,000000259443,0,,,potted plant,train,0,potted_plant,3,256x256,640,360,27.24,33.2,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259443_inst0001_crop_218_90,000000259443,1,,,potted plant,train,0,potted_plant,1,256x256,640,360,35.7,45.7,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259514_inst0000_crop_75_0,000000259514,0,,,potted plant,train,0,potted_plant,1,256x256,640,440,91.2,95.75,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259591_inst0000_crop_51_15,000000259591,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,44.5,36.75,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259719_inst0000_crop_254_29,000000259719,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,98.92,136.02,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259719_inst0001_crop_173_220,000000259719,1,,,potted plant,train,0,potted_plant,1,256x256,640,480,236.77,136.68,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259877_inst0000_crop_39_6,000000259877,0,,,potted plant,train,0,potted_plant,9,256x256,640,427,19.19,14.15,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259877_inst0008_crop_13_0,000000259877,8,,,potted plant,train,0,potted_plant,9,256x256,640,427,17.02,12.36,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259945_inst0000_crop_375_22,000000259945,0,,,potted plant,train,0,potted_plant,3,256x256,640,427,40.76,18.91,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259945_inst0001_crop_71_168,000000259945,1,,,potted plant,train,0,potted_plant,1,256x256,640,427,35.73,58.62,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259945_inst0002_crop_196_0,000000259945,2,,,potted plant,train,0,potted_plant,1,256x256,640,427,60.09,21.85,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259945_inst0003_crop_287_18,000000259945,3,,,potted plant,train,0,potted_plant,2,256x256,640,427,40.44,24.72,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000259952_inst0000_crop_32_17,000000259952,0,,,potted plant,train,0,potted_plant,1,256x256,640,425,87.19,103.5,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260099_inst0000_crop_207_93,000000260099,0,,,potted plant,train,0,potted_plant,4,256x256,500,375,58.91,51.5,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260099_inst0001_crop_233_99,000000260099,1,,,potted plant,train,0,potted_plant,3,256x256,500,375,50.22,70.95,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260099_inst0002_crop_104_33,000000260099,2,,,potted plant,train,0,potted_plant,2,256x256,500,375,45.55,58.85,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260099_inst0003_crop_14_118,000000260099,3,,,potted plant,train,0,potted_plant,3,256x256,500,375,35.35,34.06,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260099_inst0004_crop_85_90,000000260099,4,,,potted plant,train,0,potted_plant,3,256x256,500,375,49.51,48.67,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0000_crop_356_221,000000260172,0,,,potted plant,train,0,potted_plant,6,256x256,640,480,59.74,95.95,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0001_crop_368_173,000000260172,1,,,potted plant,train,0,potted_plant,7,256x256,640,480,28.44,58.59,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0002_crop_380_183,000000260172,2,,,potted plant,train,0,potted_plant,7,256x256,640,480,90.16,161.39,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0004_crop_334_220,000000260172,4,,,potted plant,train,0,potted_plant,5,256x256,640,480,43.8,60.59,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0005_crop_375_199,000000260172,5,,,potted plant,train,0,potted_plant,7,256x256,640,480,17.75,35.19,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0006_crop_25_43,000000260172,6,,,potted plant,train,0,potted_plant,3,256x256,640,480,56.35,76.53,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0007_crop_384_206,000000260172,7,,,potted plant,train,0,potted_plant,7,256x256,640,480,21.13,58.84,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260172_inst0008_crop_4_117,000000260172,8,,,potted plant,train,0,potted_plant,3,256x256,640,480,25.65,29.67,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260181_inst0000_crop_224_295,000000260181,0,,,potted plant,train,0,potted_plant,2,256x256,480,640,76.3,238.28,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260181_inst0002_crop_0_14,000000260181,2,,,potted plant,train,0,potted_plant,2,256x256,480,640,79.01,78.44,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260221_inst0000_crop_216_309,000000260221,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,144.72,205.5,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260321_inst0000_crop_384_71,000000260321,0,,,potted plant,train,0,potted_plant,1,256x256,640,428,47.83,85.24,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260321_inst0001_crop_346_0,000000260321,1,,,potted plant,train,0,potted_plant,2,256x256,640,428,94.12,66.47,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260748_inst0000_crop_53_190,000000260748,0,,,potted plant,train,0,potted_plant,2,256x256,640,480,57.57,103.29,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260748_inst0001_crop_384_148,000000260748,1,,,potted plant,train,0,potted_plant,1,256x256,640,480,49.99,137.95,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260748_inst0002_crop_0_129,000000260748,2,,,potted plant,train,0,potted_plant,2,256x256,640,480,59.94,205.13,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260929_inst0000_crop_154_35,000000260929,0,,,potted plant,train,0,potted_plant,6,256x256,500,375,81.84,95.23,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260929_inst0001_crop_243_43,000000260929,1,,,potted plant,train,0,potted_plant,7,256x256,500,375,54.93,59.6,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260929_inst0002_crop_204_80,000000260929,2,,,potted plant,train,0,potted_plant,7,256x256,500,375,70.12,44.19,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260929_inst0003_crop_183_107,000000260929,3,,,potted plant,train,0,potted_plant,6,256x256,500,375,33.87,52.68,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000260929_inst0006_crop_148_73,000000260929,6,,,potted plant,train,0,potted_plant,6,256x256,500,375,22.66,54.92,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261062_inst0000_crop_220_99,000000261062,0,,,potted plant,train,0,potted_plant,1,256x256,640,439,31.36,37.44,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261077_inst0000_crop_47_152,000000261077,0,,,potted plant,train,0,potted_plant,1,256x256,640,486,72.18,83.01,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261185_inst0000_crop_152_39,000000261185,0,,,potted plant,train,0,potted_plant,1,256x256,500,375,41.42,50.66,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261439_inst0000_crop_90_40,000000261439,0,,,potted plant,train,0,potted_plant,1,256x256,640,427,79.82,69.24,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261514_inst0000_crop_232_8,000000261514,0,,,potted plant,train,0,potted_plant,2,256x256,640,439,80.01,67.51,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261514_inst0001_crop_383_11,000000261514,1,,,potted plant,train,0,potted_plant,2,256x256,640,439,55.66,144.94,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261514_inst0002_crop_127_15,000000261514,2,,,potted plant,train,0,potted_plant,1,256x256,640,439,112.84,134.66,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261721_inst0000_crop_384_215,000000261721,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,33.91,136.82,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261780_inst0000_crop_230_38,000000261780,0,,,potted plant,train,0,potted_plant,4,256x256,500,375,40.48,130.78,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261780_inst0001_crop_166_67,000000261780,1,,,potted plant,train,0,potted_plant,4,256x256,500,375,59.71,107.15,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261780_inst0002_crop_146_43,000000261780,2,,,potted plant,train,0,potted_plant,4,256x256,500,375,97.34,178.96,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000261780_inst0003_crop_58_47,000000261780,3,,,potted plant,train,0,potted_plant,3,256x256,500,375,24.88,33.95,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000262093_inst0000_crop_96_112,000000262093,0,,,potted plant,train,0,potted_plant,1,256x256,640,425,98.96,82.89,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000262119_inst0000_crop_23_56,000000262119,0,,,potted plant,train,0,potted_plant,1,256x256,500,375,42.31,39.53,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000262221_inst0000_crop_37_380,000000262221,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,129.87,109.69,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000262407_inst0000_crop_224_168,000000262407,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,177.72,230.42,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263261_inst0000_crop_184_76,000000263261,0,,,potted plant,train,0,potted_plant,2,256x256,640,427,93.07,187.77,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263261_inst0001_crop_87_130,000000263261,1,,,potted plant,train,0,potted_plant,2,256x256,640,427,42.56,69.44,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263294_inst0000_crop_306_55,000000263294,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,50.12,75.76,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263328_inst0000_crop_381_83,000000263328,0,,,potted plant,train,0,potted_plant,1,256x256,640,426,22.75,17.22,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263405_inst0000_crop_384_12,000000263405,0,,,potted plant,train,0,potted_plant,3,256x256,640,480,106.07,67.96,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263405_inst0001_crop_132_95,000000263405,1,,,potted plant,train,0,potted_plant,1,256x256,640,480,48.95,87.97,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263405_inst0002_crop_337_202,000000263405,2,,,potted plant,train,0,potted_plant,3,256x256,640,480,93.43,87.47,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263405_inst0004_crop_194_117,000000263405,4,,,potted plant,train,0,potted_plant,2,256x256,640,480,35.0,24.47,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263405_inst0005_crop_0_76,000000263405,5,,,potted plant,train,0,potted_plant,2,256x256,640,480,122.44,175.12,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263418_inst0000_crop_90_1,000000263418,0,,,potted plant,train,0,potted_plant,1,256x256,460,500,28.57,84.22,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263456_inst0000_crop_159_30,000000263456,0,,,potted plant,train,0,potted_plant,1,256x256,500,500,15.42,49.35,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263503_inst0000_crop_201_135,000000263503,0,,,potted plant,train,0,potted_plant,1,256x256,457,640,30.47,97.82,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000263769_inst0000_crop_380_28,000000263769,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,72.31,132.16,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000264005_inst0000_crop_118_178,000000264005,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,28.89,44.42,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000264058_inst0000_crop_384_79,000000264058,0,,,potted plant,train,0,potted_plant,1,256x256,640,400,64.63,75.11,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000264340_inst0000_crop_0_255,000000264340,0,,,potted plant,train,0,potted_plant,1,256x256,426,640,110.44,66.35,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000264608_inst0000_crop_12_299,000000264608,0,,,potted plant,train,0,potted_plant,7,256x256,425,640,61.34,65.73,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
