dataset,sample_id,source_image_id,split,box_index,class_id,class_name,x_center,y_center,width,height,format,crop_size,notes
Cityscapes--Pedestrian,jena_000040_000019_crop_3039,jena_000040_000019,train,0,0,pedestrian,0.593750,0.226562,0.054688,0.132812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000040_000019_crop_3039,jena_000040_000019,train,1,0,pedestrian,0.318359,0.361328,0.183594,0.449219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000040_000019_crop_3039,jena_000040_000019,train,2,0,pedestrian,0.152344,0.353516,0.179688,0.433594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000040_000019_crop_3039,jena_000040_000019,train,3,0,pedestrian,0.839844,0.267578,0.101562,0.144531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000040_000019_crop_3039,jena_000040_000019,train,4,0,pedestrian,0.224609,0.328125,0.285156,0.375000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000041_000019_crop_1877,jena_000041_000019,train,0,0,pedestrian,0.363281,0.513672,0.132812,0.324219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000041_000019_crop_1877,jena_000041_000019,train,1,0,pedestrian,0.736328,0.570312,0.183594,0.445312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000041_000019_crop_1877,jena_000041_000019,train,2,0,pedestrian,0.863281,0.570312,0.195312,0.468750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000041_000019_crop_1877,jena_000041_000019,train,3,0,pedestrian,0.798828,0.507812,0.199219,0.312500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,0,0,pedestrian,0.869141,0.531250,0.207031,0.507812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,1,0,pedestrian,0.025391,0.472656,0.050781,0.476562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,2,0,pedestrian,0.300781,0.480469,0.203125,0.500000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,3,0,pedestrian,0.445312,0.474609,0.210938,0.519531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,4,0,pedestrian,0.117188,0.478516,0.218750,0.535156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,5,0,pedestrian,0.349609,0.517578,0.199219,0.480469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,6,0,pedestrian,0.552734,0.490234,0.207031,0.503906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,7,0,pedestrian,0.986328,0.541016,0.027344,0.511719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,8,0,pedestrian,0.039062,0.343750,0.078125,0.117188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000042_000019_crop_542,jena_000042_000019,train,9,0,pedestrian,0.210938,0.320312,0.085938,0.109375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_1338,jena_000043_000019,train,0,0,pedestrian,0.994141,0.851562,0.011719,0.226562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_1338,jena_000043_000019,train,1,0,pedestrian,0.548828,0.787109,0.144531,0.355469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_1338,jena_000043_000019,train,2,0,pedestrian,0.724609,0.769531,0.144531,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_1338,jena_000043_000019,train,3,0,pedestrian,0.742188,0.779297,0.140625,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_1338,jena_000043_000019,train,4,0,pedestrian,0.007812,0.814453,0.015625,0.371094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_1338,jena_000043_000019,train,5,0,pedestrian,0.734375,0.679688,0.085938,0.148438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_2746,jena_000043_000019,train,0,0,pedestrian,0.792969,0.851562,0.093750,0.226562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_2746,jena_000043_000019,train,1,0,pedestrian,0.306641,0.787109,0.144531,0.355469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_2746,jena_000043_000019,train,2,0,pedestrian,0.482422,0.769531,0.144531,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_2746,jena_000043_000019,train,3,0,pedestrian,0.500000,0.779297,0.140625,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000043_000019_crop_2746,jena_000043_000019,train,4,0,pedestrian,0.492188,0.679688,0.085938,0.148438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,0,0,pedestrian,0.175781,0.513672,0.039062,0.097656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,1,0,pedestrian,0.250000,0.509766,0.046875,0.113281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,2,0,pedestrian,0.054688,0.517578,0.054688,0.128906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,3,0,pedestrian,0.037109,0.554688,0.074219,0.195312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,4,0,pedestrian,0.078125,0.597656,0.070312,0.117188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,5,0,pedestrian,0.677734,0.490234,0.027344,0.066406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,6,0,pedestrian,0.640625,0.511719,0.046875,0.109375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,7,0,pedestrian,0.878906,0.552734,0.218750,0.535156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,8,0,pedestrian,0.130859,0.515625,0.042969,0.109375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000044_000019_crop_543,jena_000044_000019,train,9,0,pedestrian,0.312500,0.546875,0.101562,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_1339,jena_000045_000019,train,0,0,pedestrian,0.042969,0.302734,0.085938,0.269531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_1339,jena_000045_000019,train,1,0,pedestrian,0.080078,0.326172,0.136719,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_1339,jena_000045_000019,train,2,0,pedestrian,0.798828,0.412109,0.253906,0.613281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_1339,jena_000045_000019,train,3,0,pedestrian,0.708984,0.500000,0.292969,0.718750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_1339,jena_000045_000019,train,4,0,pedestrian,0.503906,0.439453,0.343750,0.839844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_1339,jena_000045_000019,train,5,0,pedestrian,0.621094,0.416016,0.468750,0.769531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_2641,jena_000045_000019,train,0,0,pedestrian,0.560547,0.412109,0.253906,0.613281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_2641,jena_000045_000019,train,1,0,pedestrian,0.470703,0.500000,0.292969,0.718750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_2641,jena_000045_000019,train,2,0,pedestrian,0.265625,0.439453,0.343750,0.839844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000045_000019_crop_2641,jena_000045_000019,train,3,0,pedestrian,0.382812,0.416016,0.468750,0.769531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000046_000019_crop_2726,jena_000046_000019,train,0,0,pedestrian,0.541016,0.548828,0.207031,0.503906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000046_000019_crop_2726,jena_000046_000019,train,1,0,pedestrian,0.697266,0.562500,0.207031,0.507812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000046_000019_crop_2726,jena_000046_000019,train,2,0,pedestrian,0.238281,0.552734,0.304688,0.417969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000046_000019_crop_2726,jena_000046_000019,train,3,0,pedestrian,0.287109,0.552734,0.058594,0.300781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000046_000019_crop_2726,jena_000046_000019,train,4,0,pedestrian,0.148438,0.515625,0.062500,0.250000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,0,0,pedestrian,0.042969,0.574219,0.085938,0.460938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,1,0,pedestrian,0.134766,0.542969,0.207031,0.500000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,2,0,pedestrian,0.730469,0.470703,0.062500,0.144531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,3,0,pedestrian,0.765625,0.464844,0.085938,0.203125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,4,0,pedestrian,0.851562,0.455078,0.093750,0.230469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,5,0,pedestrian,0.226562,0.507812,0.132812,0.320312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,6,0,pedestrian,0.318359,0.453125,0.074219,0.187500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000051_000019_crop_843,jena_000051_000019,train,7,0,pedestrian,0.630859,0.492188,0.121094,0.296875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000053_000019_crop_2869,jena_000053_000019,train,0,0,pedestrian,0.732422,0.542969,0.222656,0.539062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000053_000019_crop_2869,jena_000053_000019,train,1,0,pedestrian,0.818359,0.599609,0.199219,0.488281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000053_000019_crop_2869,jena_000053_000019,train,2,0,pedestrian,0.771484,0.439453,0.152344,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1340,jena_000055_000019,train,0,0,pedestrian,0.576172,0.732422,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1340,jena_000055_000019,train,1,0,pedestrian,0.724609,0.740234,0.144531,0.347656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1340,jena_000055_000019,train,2,0,pedestrian,0.886719,0.730469,0.117188,0.281250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1340,jena_000055_000019,train,3,0,pedestrian,0.851562,0.732422,0.132812,0.324219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1340,jena_000055_000019,train,4,0,pedestrian,0.246094,0.724609,0.492188,0.355469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1340,jena_000055_000019,train,5,0,pedestrian,0.441406,0.589844,0.007812,0.039062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1486,jena_000055_000019,train,0,0,pedestrian,0.576172,0.501953,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1486,jena_000055_000019,train,1,0,pedestrian,0.724609,0.509766,0.144531,0.347656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1486,jena_000055_000019,train,2,0,pedestrian,0.886719,0.500000,0.117188,0.281250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1486,jena_000055_000019,train,3,0,pedestrian,0.851562,0.501953,0.132812,0.324219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1486,jena_000055_000019,train,4,0,pedestrian,0.246094,0.494141,0.492188,0.355469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000055_000019_crop_1486,jena_000055_000019,train,5,0,pedestrian,0.441406,0.359375,0.007812,0.039062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000057_000019_crop_1859,jena_000057_000019,train,0,0,pedestrian,0.689453,0.792969,0.082031,0.195312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000057_000019_crop_1859,jena_000057_000019,train,1,0,pedestrian,0.746094,0.796875,0.078125,0.195312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000057_000019_crop_1859,jena_000057_000019,train,2,0,pedestrian,0.830078,0.787109,0.082031,0.199219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000057_000019_crop_1859,jena_000057_000019,train,3,0,pedestrian,0.013672,0.701172,0.027344,0.597656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000057_000019_crop_1859,jena_000057_000019,train,4,0,pedestrian,0.148438,0.722656,0.296875,0.554688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2451,jena_000058_000019,train,0,0,pedestrian,0.710938,0.796875,0.062500,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2451,jena_000058_000019,train,1,0,pedestrian,0.753906,0.791016,0.078125,0.183594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2451,jena_000058_000019,train,2,0,pedestrian,0.814453,0.796875,0.082031,0.195312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2451,jena_000058_000019,train,3,0,pedestrian,0.423828,0.812500,0.113281,0.273438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2892,jena_000058_000019,train,0,0,pedestrian,0.710938,0.566406,0.062500,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2892,jena_000058_000019,train,1,0,pedestrian,0.753906,0.560547,0.078125,0.183594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2892,jena_000058_000019,train,2,0,pedestrian,0.814453,0.566406,0.082031,0.195312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000058_000019_crop_2892,jena_000058_000019,train,3,0,pedestrian,0.423828,0.582031,0.113281,0.273438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,0,0,pedestrian,0.537109,0.644531,0.066406,0.109375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,1,0,pedestrian,0.238281,0.488281,0.109375,0.265625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,2,0,pedestrian,0.408203,0.496094,0.097656,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,3,0,pedestrian,0.447266,0.552734,0.160156,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,4,0,pedestrian,0.632812,0.617188,0.281250,0.679688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,5,0,pedestrian,0.314453,0.507812,0.152344,0.375000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000059_000019_crop_1076,jena_000059_000019,train,6,0,pedestrian,0.597656,0.484375,0.296875,0.375000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,0,0,pedestrian,0.681641,0.628906,0.128906,0.320312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,1,0,pedestrian,0.812500,0.638672,0.125000,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,2,0,pedestrian,0.947266,0.634766,0.105469,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,3,0,pedestrian,0.087891,0.617188,0.175781,0.601562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,4,0,pedestrian,0.386719,0.609375,0.234375,0.578125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,5,0,pedestrian,0.234375,0.623047,0.234375,0.574219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,6,0,pedestrian,0.453125,0.601562,0.250000,0.617188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000062_000019_crop_844,jena_000062_000019,train,7,0,pedestrian,0.251953,0.583984,0.503906,0.496094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1341,jena_000069_000019,train,0,0,pedestrian,0.818359,0.623047,0.050781,0.121094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1341,jena_000069_000019,train,1,0,pedestrian,0.865234,0.621094,0.058594,0.148438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1341,jena_000069_000019,train,2,0,pedestrian,0.718750,0.691406,0.062500,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1341,jena_000069_000019,train,3,0,pedestrian,0.660156,0.734375,0.070312,0.171875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1341,jena_000069_000019,train,4,0,pedestrian,0.623047,0.757812,0.089844,0.226562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1341,jena_000069_000019,train,5,0,pedestrian,0.707031,0.759766,0.085938,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1487,jena_000069_000019,train,0,0,pedestrian,0.818359,0.392578,0.050781,0.121094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1487,jena_000069_000019,train,1,0,pedestrian,0.865234,0.390625,0.058594,0.148438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1487,jena_000069_000019,train,2,0,pedestrian,0.718750,0.460938,0.062500,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1487,jena_000069_000019,train,3,0,pedestrian,0.660156,0.503906,0.070312,0.171875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1487,jena_000069_000019,train,4,0,pedestrian,0.623047,0.527344,0.089844,0.226562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000069_000019_crop_1487,jena_000069_000019,train,5,0,pedestrian,0.707031,0.529297,0.085938,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_2548,jena_000071_000019,train,0,0,pedestrian,0.730469,0.390625,0.125000,0.312500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_2548,jena_000071_000019,train,1,0,pedestrian,0.416016,0.523438,0.347656,0.843750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_2548,jena_000071_000019,train,2,0,pedestrian,0.191406,0.501953,0.359375,0.878906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_2548,jena_000071_000019,train,3,0,pedestrian,0.259766,0.486328,0.519531,0.816406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_3213,jena_000071_000019,train,0,0,pedestrian,0.955078,0.390625,0.089844,0.312500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_3213,jena_000071_000019,train,1,0,pedestrian,0.658203,0.523438,0.347656,0.843750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_3213,jena_000071_000019,train,2,0,pedestrian,0.433594,0.501953,0.359375,0.878906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000071_000019_crop_3213,jena_000071_000019,train,3,0,pedestrian,0.492188,0.486328,0.539062,0.816406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000075_000019_crop_2565,jena_000075_000019,train,0,0,pedestrian,0.062500,0.744141,0.125000,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000075_000019_crop_2565,jena_000075_000019,train,1,0,pedestrian,0.583984,0.677734,0.136719,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000075_000019_crop_2565,jena_000075_000019,train,2,0,pedestrian,0.814453,0.671875,0.097656,0.234375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000075_000019_crop_2565,jena_000075_000019,train,3,0,pedestrian,0.732422,0.691406,0.097656,0.234375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000075_000019_crop_2565,jena_000075_000019,train,4,0,pedestrian,0.869141,0.628906,0.261719,0.742188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000076_000019_crop_954,jena_000076_000019,train,0,0,pedestrian,0.392578,0.607422,0.027344,0.074219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000076_000019_crop_954,jena_000076_000019,train,1,0,pedestrian,0.462891,0.636719,0.066406,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000076_000019_crop_954,jena_000076_000019,train,2,0,pedestrian,0.011719,0.734375,0.023438,0.171875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000076_000019_crop_954,jena_000076_000019,train,3,0,pedestrian,0.228516,0.646484,0.386719,0.191406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000076_000019_crop_954,jena_000076_000019,train,4,0,pedestrian,0.820312,0.658203,0.007812,0.019531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,jena_000076_000019_crop_954,jena_000076_000019,train,5,0,pedestrian,0.826172,0.607422,0.003906,0.003906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
